movieId,title,genres
2051,Playing by Heart (1998),Drama|Romance
2052,At First Sight (1999),Drama
2053,In Dreams (1999),Horror|Thriller
2054,Varsity Blues (1999),Comedy|Drama
2055,Virus (1999),Horror|Sci-Fi
2056,"Garbage Pail Kids Movie, The (1987)",Adventure|Children|Comedy
2057,Howard the Duck (1986),Adventure|Comedy|Sci-Fi
2058,"Gate, The (1987)",Horror
2059,"Gate II: Trespassers, The (1990)",Horror
2060,"Boy Who Could Fly, The (1986)",Drama|Fantasy
2061,"Fly, The (1958)",Horror|Mystery|Sci-Fi
2062,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller
2063,"Fly II, The (1989)",Horror|Sci-Fi
2064,Running Scared (1986),Action|Comedy
2065,Armed and Dangerous (1986),Comedy|Crime
2066,"Texas Chainsaw Massacre, The (1974)",Horror
2067,"Texas Chainsaw Massacre 2, The (1986)",Horror
2068,Leatherface: Texas Chainsaw Massacre III (1990),Comedy|Horror|Thriller
2069,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),Horror
2070,Ruthless People (1986),Comedy
2071,Trick or Treat (1986),Horror
2072,Deadly Friend (1986),Horror
2073,Belizaire the Cajun (1986),Drama
2074,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller
2075,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller
2076,Peggy Sue Got Married (1986),Comedy|Drama
2077,Crocodile Dundee (1986),Adventure|Comedy
2078,Crocodile Dundee II (1988),Action|Adventure|Comedy
2079,Tough Guys (1986),Comedy
2080,Soul Man (1986),Comedy
2081,"Color of Money, The (1986)",Drama
2082,52 Pick-Up (1986),Action|Mystery|Thriller
2083,Heartbreak Ridge (1986),Action|War
2084,Firewalker (1986),Adventure
2085,¡Three Amigos! (1986),Comedy|Western
2086,Gloria (1999),Drama|Thriller
2087,My Name Is Joe (1998),Drama|Romance
2088,Still Crazy (1998),Comedy|Romance
2089,"Day of the Beast, The (Día de la Bestia, El) (1995)",Adventure|Comedy|Thriller
2090,She's All That (1999),Comedy|Romance
2091,"Blood, Guts, Bullets and Octane (1998)",Action|Comedy
2092,Peeping Tom (1960),Drama|Horror|Thriller
2093,Payback (1999),Action|Thriller
2094,Simply Irresistible (1999),Comedy|Romance
2095,20 Dates (1998),Comedy|Romance
2096,"Harmonists, The (1997)",Drama
2097,"Last Days, The (1998)",Documentary
2098,"Fantastic Planet, The (Planète sauvage, La) (1973)",Animation|Sci-Fi
2099,Blast from the Past (1999),Comedy|Romance
2100,Message in a Bottle (1999),Romance
2101,My Favorite Martian (1999),Comedy|Sci-Fi
2102,God Said 'Ha!' (1998),Comedy
2103,Jawbreaker (1999),Comedy
2104,October Sky (1999),Drama
2105,Office Space (1999),Comedy|Crime
2106,"Apple, The (Sib) (1998)",Drama
2107,200 Cigarettes (1999),Comedy|Drama
2108,8MM (1999),Drama|Mystery|Thriller
2109,"Other Sister, The (1999)",Comedy|Drama|Romance
2110,Breakfast of Champions (1999),Comedy|Sci-Fi
2111,Eight Days a Week (1997),Comedy
2112,Just the Ticket (1999),Comedy|Romance
2113,"Long Goodbye, The (1973)",Crime|Film-Noir
2114,"Ballad of Narayama, The (Narayama bushiko) (1983)",Drama
2115,Pet Sematary (1989),Horror
2116,Pet Sematary II (1992),Comedy|Horror
2117,Children of the Corn II: The Final Sacrifice (1993),Horror
2118,Children of the Corn III (1994),Horror
2119,Christine (1983),Horror
2120,Night Shift (1982),Comedy
2121,House on Haunted Hill (1959),Drama|Horror|Thriller
2122,Airport (1970),Drama
2123,Airport 1975 (1974),Action|Drama|Thriller
2124,Airport '77 (1977),Drama
2125,Rollercoaster (1977),Drama|Thriller
2126,"Towering Inferno, The (1974)",Action|Adventure|Drama|Thriller
2127,Alligator (1980),Action|Horror|Sci-Fi
2128,Meteor (1979),Sci-Fi
2129,Westworld (1973),Action|Sci-Fi|Thriller|Western
2130,Logan's Run (1976),Action|Adventure|Sci-Fi
2131,Planet of the Apes (1968),Action|Drama|Sci-Fi
2132,Beneath the Planet of the Apes (1970),Action|Sci-Fi
2133,Battle for the Planet of the Apes (1973),Action|Sci-Fi
2134,Conquest of the Planet of the Apes (1972),Action|Sci-Fi
2135,Escape from the Planet of the Apes (1971),Action|Sci-Fi
2136,Avalanche (1978),Action
2137,Earthquake (1974),Action|Drama|Thriller
2138,"Concorde: Airport '79, The (1979)",Drama
2139,Beyond the Poseidon Adventure (1979),Adventure
2140,Analyze This (1999),Comedy
2141,"Corruptor, The (1999)",Action|Crime|Drama|Thriller
2142,Cruel Intentions (1999),Drama
2143,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
2144,"School of Flesh, The (École de la chair, L') (1998)",Drama|Romance
2145,Relax... It's Just Sex (1998),Comedy
2146,"Deep End of the Ocean, The (1999)",Drama
2147,"Rage: Carrie 2, The (1999)",Horror
2148,Wing Commander (1999),Action|Sci-Fi
2149,"Haunting, The (1963)",Horror|Thriller
2150,Dead Ringers (1988),Drama|Horror|Thriller
2151,My Boyfriend's Back (1993),Comedy
2152,Village of the Damned (1960),Horror|Sci-Fi|Thriller
2153,Children of the Damned (1963),Horror|Sci-Fi|Thriller
2154,Baby Geniuses (1999),Comedy
2155,I Stand Alone (Seul contre tous) (1998),Drama|Thriller
2156,Forces of Nature (1999),Comedy|Romance
2157,"King and I, The (1999)",Animation|Children
2158,Ravenous (1999),Horror|Thriller
2159,True Crime (1999),Crime|Thriller
2160,Bandits (1997),Drama
2161,Dangerous Beauty (1998),Drama
2162,"King and I, The (1956)",Drama|Musical|Romance
2163,Doug's 1st Movie (1999),Animation|Children
2164,EDtv (1999),Comedy
2165,"Mod Squad, The (1999)",Action|Crime
2166,"Walk on the Moon, A (1999)",Drama|Romance
2167,"Matrix, The (1999)",Action|Sci-Fi|Thriller
2168,10 Things I Hate About You (1999),Comedy|Romance
2169,Tango (1998),Drama|Musical
2170,"Out-of-Towners, The (1999)",Comedy
2171,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",Drama
2172,Metroland (1997),Comedy|Drama
2173,Following (1998),Crime|Mystery|Thriller
2174,Go (1999),Comedy|Crime
2175,Never Been Kissed (1999),Comedy|Romance
2176,Twin Dragons (Shuang long hui) (1992),Action|Comedy
2177,Cookie's Fortune (1999),Comedy|Drama
2178,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance
2179,Goodbye Lover (1999),Comedy|Crime|Thriller
2180,Life (1999),Comedy|Crime|Drama
2181,Friends & Lovers (1999),Comedy|Drama|Romance
2182,Hideous Kinky (1998),Drama
2183,"Monster, The (Mostro, Il) (1994)",Comedy
2184,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi|Thriller
2185,SLC Punk! (1998),Comedy|Drama
2186,Lost & Found (1999),Comedy|Romance
2187,Pushing Tin (1999),Comedy
2188,Election (1999),Comedy
2189,eXistenZ (1999),Action|Sci-Fi|Thriller
2190,Mighty Peking Man (a.k.a. Goliathon) (Xing xing wang) (1977),Action|Adventure|Horror|Sci-Fi
2191,Entrapment (1999),Crime|Thriller
2192,Idle Hands (1999),Comedy|Horror
2193,Get Real (1998),Drama|Romance
2194,"King of Masks, The (Bian Lian) (1996)",Drama
2195,Three Seasons (1999),Drama
2196,"Winslow Boy, The (1999)",Drama
2197,Mildred Pierce (1945),Drama|Film-Noir
2198,Night of the Comet (1984),Comedy|Horror|Sci-Fi
2199,Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi
2200,My Science Project (1985),Adventure|Sci-Fi
2201,Dick Tracy (1990),Action|Crime
2202,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller
2203,"Castle, The (1997)",Comedy
2204,This Is My Father (1998),Drama|Romance
2205,Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),Drama
2206,William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy
2207,After Life (Wandafuru raifu) (1998),Drama|Fantasy
2208,Black Mask (Hak hap) (1996),Action|Adventure|Crime|Sci-Fi|Thriller
2209,Edge of Seventeen (1998),Comedy|Drama|Romance
2210,Endurance (1999),Documentary|Drama
2211,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
2212,"Love Letter, The (1999)",Comedy|Romance
2213,Besieged (a.k.a. L' Assedio) (1998),Drama
2214,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Adventure|Drama|Mystery
2215,"Mummy, The (1932)",Horror|Romance
2216,"Mummy, The (1959)",Horror
2217,"Mummy's Curse, The (1944)",Horror
2218,"Mummy's Ghost, The (1944)",Horror
2219,"Mummy's Hand, The (1940)",Horror
2220,"Mummy's Tomb, The (1942)",Horror
2221,Mommie Dearest (1981),Drama
2222,Superman (1978),Action|Adventure|Sci-Fi
2223,Superman II (1980),Action|Sci-Fi
2224,Superman III (1983),Action|Adventure|Sci-Fi
2225,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi
2226,Dracula (1931),Horror
2227,House of Dracula (1945),Horror
2228,House of Frankenstein (1944),Horror
2229,Frankenstein (1931),Drama|Horror|Sci-Fi
2230,Son of Frankenstein (1939),Horror
2231,"Ghost of Frankenstein, The (1942)",Horror
2232,Frankenstein Meets the Wolf Man (1943),Horror
2233,"Curse of Frankenstein, The (1957)",Horror
2234,Son of Dracula (1943),Horror
2235,"Wolf Man, The (1941)",Drama|Fantasy|Horror
2236,Howling II: Your Sister Is a Werewolf (1985),Horror
2237,Tarantula (1955),Horror|Sci-Fi
2238,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
2239,It Came from Hollywood (1982),Comedy|Documentary
2240,"Thing from Another World, The (1951)",Horror|Sci-Fi
2241,It Came from Outer Space (1953),Sci-Fi
2242,"War of the Worlds, The (1953)",Action|Drama|Sci-Fi
2243,It Came from Beneath the Sea (1955),Sci-Fi
2244,Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller
2245,Earth vs. the Flying Saucers (1956),Sci-Fi
2246,It Conquered the World (1956),Sci-Fi
2247,"Mole People, The (1956)",Horror|Sci-Fi
2248,Swamp Thing (1982),Horror|Sci-Fi
2249,Pork Chop Hill (1959),War
2250,Run Silent Run Deep (1958),War
2251,Notting Hill (1999),Comedy|Romance
2252,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller
2253,Eternity and a Day (Mia aoniotita kai mia mera) (1998),Drama
2254,"Loss of Sexual Innocence, The (1999)",Drama|Fantasy
2255,"Twice Upon a Yesterday (a.k.a. Man with Rain in His Shoes, The) (1998)",Comedy|Drama|Romance
2256,Instinct (1999),Drama|Thriller
2257,Buena Vista Social Club (1999),Documentary|Musical
2258,Desert Blue (1999),Comedy
2259,Free Enterprise (1998),Comedy|Romance|Sci-Fi
2260,Limbo (1999),Drama
2261,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy
2262,"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery
2263,Tarzan (1999),Adventure|Animation|Children|Drama
2264,"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller
2265,Get Bruce (1999),Documentary
2266,"Ideal Husband, An (1999)",Comedy|Romance
2267,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",Drama
2268,Run Lola Run (Lola rennt) (1998),Action|Crime
2269,Trekkies (1997),Documentary
2270,Big Daddy (1999),Comedy
2271,"Boys, The (1998)",Drama
2272,"Dinner Game, The (Dîner de cons, Le) (1998)",Comedy
2273,My Son the Fanatic (1997),Comedy|Drama|Romance
2274,Arachnophobia (1990),Comedy|Horror
2275,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical
2276,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western
2277,Summer of Sam (1999),Drama
2278,"Lovers on the Bridge, The (Amants du Pont-Neuf, Les) (1991)",Drama|Romance
2279,"Late August, Early September (Fin août, début septembre) (1998)",Drama
2280,American Pie (1999),Comedy|Romance
2281,Arlington Road (1999),Thriller
2282,"Autumn Tale, An (Conte d'automne) (1998)",Romance
2283,Muppets From Space (1999),Children|Comedy
2284,"Blair Witch Project, The (1999)",Drama|Horror|Thriller
2285,My Life So Far (1999),Drama
2286,Eyes Wide Shut (1999),Drama|Mystery|Thriller
2287,Lake Placid (1999),Horror|Thriller
2288,"Wood, The (1999)",Drama
2289,"Velocity of Gary, The (1998)",Comedy|Romance
2290,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi
2291,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi
2292,Drop Dead Gorgeous (1999),Comedy
2293,"Haunting, The (1999)",Horror|Thriller
2294,Inspector Gadget (1999),Action|Adventure|Children|Comedy
2295,Trick (1999),Comedy|Romance
2296,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller
2297,Mystery Men (1999),Action|Comedy|Fantasy
2298,Runaway Bride (1999),Comedy|Romance
2299,Twin Falls Idaho (1999),Drama
2300,"Killing, The (1956)",Crime|Film-Noir
2301,Killer's Kiss (1955),Crime|Film-Noir
2302,Spartacus (1960),Action|Drama|Romance|War
2303,Lolita (1962),Drama|Romance
2304,Barry Lyndon (1975),Drama|Romance|War
2305,"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama
2306,Jules and Jim (Jules et Jim) (1961),Drama|Romance
2307,Vibes (1988),Adventure|Comedy|Romance
2308,"Mosquito Coast, The (1986)",Adventure|Drama|Thriller
2309,"Golden Child, The (1986)",Action|Adventure|Comedy|Fantasy|Mystery
2310,Brighton Beach Memoirs (1986),Comedy
2311,Assassination (1987),Action|Drama|Thriller
2312,Crimes of the Heart (1986),Comedy|Drama
2313,"Color Purple, The (1985)",Drama
2314,No Mercy (1986),Action|Crime|Thriller
2315,Native Son (1986),Drama
2316,Otello (1986),Drama
2317,"Mission, The (1986)",Drama
2318,Little Shop of Horrors (1986),Comedy|Horror|Musical
2319,"Little Shop of Horrors, The (1960)",Comedy|Horror
2320,Allan Quatermain and the Lost City of Gold (1987),Action|Adventure|Comedy
2321,"Morning After, The (1986)",Drama|Mystery
2322,Radio Days (1987),Comedy|Drama
2323,From the Hip (1987),Comedy|Drama
2324,Outrageous Fortune (1987),Comedy|Mystery
2325,"Bedroom Window, The (1987)",Thriller
2326,Deadtime Stories (1987),Horror
2327,Light of Day (1987),Drama
2328,Wanted: Dead or Alive (1987),Action
2329,Frances (1982),Drama
2330,Plenty (1985),Drama
2331,Dick (1999),Comedy
2332,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi
2333,"Sixth Sense, The (1999)",Drama|Horror|Mystery
2334,"Thomas Crown Affair, The (1999)",Action|Mystery
2335,"Thomas Crown Affair, The (1968)",Crime|Drama|Romance|Thriller
2336,"Acid House, The (1998)",Comedy|Drama
2337,"Adventures of Sebastian Cole, The (1998)",Comedy|Drama
2338,Illuminata (1998),Comedy
2339,"Yards, The (2000)",Crime|Drama
2340,Bowfinger (1999),Comedy
2341,Brokedown Palace (1999),Drama
2342,Detroit Rock City (1999),Comedy
2343,Alice and Martin (Alice et Martin) (1998),Drama
2344,Better Than Chocolate (1999),Comedy|Romance
2345,Head On (1998),Drama
2346,Cobra (1925),Drama
2347,Never Talk to Strangers (1995),Crime|Drama|Romance|Thriller
2348,Heaven Can Wait (1978),Comedy
2349,"Raven, The (1963)",Comedy|Horror
2350,"Tingler, The (1959)",Horror
2351,"Pit and the Pendulum, The (1961)",Horror
2352,"Tomb of Ligeia, The (1965)",Horror
2353,"Masque of the Red Death, The (1964)",Horror
2354,Tales of Terror (1962),Horror
2355,Haunted Honeymoon (1986),Comedy
2356,Cat's Eye (1985),Horror
2357,Monty Python's And Now for Something Completely Different (1971),Comedy
2358,Damien: Omen II (1978),Horror
2359,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",Horror|Thriller
2360,Airplane! (1980),Comedy
2361,Airplane II: The Sequel (1982),Comedy
2362,"American Werewolf in Paris, An (1997)",Comedy|Horror|Romance|Thriller
2363,European Vacation (aka National Lampoon's European Vacation) (1985),Adventure|Comedy|Romance
2364,National Lampoon's Vacation (1983),Comedy
2365,Funny Farm (1988),Comedy
2366,Big (1988),Comedy|Drama|Fantasy|Romance
2367,Problem Child (1990),Children|Comedy
2368,Problem Child 2 (1991),Comedy
2369,Little Nemo: Adventures in Slumberland (1992),Adventure|Animation|Children|Drama|Fantasy
2370,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance
2371,Tequila Sunrise (1988),Action|Drama|Romance|Thriller
2372,"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller
2373,"Christmas Story, A (1983)",Children|Comedy
2374,Mickey Blue Eyes (1999),Comedy|Romance
2375,Teaching Mrs. Tingle (1999),Comedy|Thriller
2376,Universal Soldier: The Return (1999),Action|Sci-Fi
2377,Universal Soldier (1992),Action|Sci-Fi
2378,Love Stinks (1999),Comedy
2379,Perfect Blue (1997),Animation|Horror|Mystery|Thriller
2380,In Too Deep (1999),Action|Thriller
2381,"Source, The (1999)",Documentary
2382,"Bat, The (1959)",Horror
2383,Iron Eagle (1986),Action|War
2384,Iron Eagle II (1988),Action|War
2385,Aces: Iron Eagle III (1992),Action
2386,Iron Eagle IV (1995),Action|War
2387,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller
2388,Hamlet (1964),Drama
2389,Medicine Man (1992),Adventure|Romance
2390,On the Ropes (1999),Documentary|Drama
2391,"13th Warrior, The (1999)",Action|Adventure|Fantasy
2392,"Astronaut's Wife, The (1999)",Horror|Sci-Fi|Thriller
2393,Dudley Do-Right (1999),Children|Comedy
2394,"Muse, The (1999)",Comedy
2395,Cabaret Balkan (Bure Baruta) (1998),Drama
2396,Lucie Aubrac (1997),Romance|War
2397,"Very Thought of You, The (1998)",Comedy|Romance
2398,Chill Factor (1999),Action|Adventure|Comedy|Thriller
2399,Outside Providence (1999),Comedy
2400,Bedrooms & Hallways (1998),Comedy|Romance
2401,West Beirut (West Beyrouth) (1998),Drama
2402,Stigmata (1999),Drama|Thriller
2403,Stir of Echoes (1999),Horror|Mystery|Thriller
2404,Best Laid Plans (1999),Crime|Drama
2405,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance
2406,"Minus Man, The (1999)",Drama|Mystery
2407,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",Adventure|Children|Comedy|Drama
2408,Only Angels Have Wings (1939),Adventure|Drama|Romance
2409,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",Drama
2410,Queens Logic (1991),Comedy|Drama
2411,Saturn 3 (1980),Adventure|Sci-Fi|Thriller
2412,"Soldier's Story, A (1984)",Drama
2413,"Alice, Sweet Alice (a.k.a. Communion) (a.k.a. Holy Terror) (1976)",Horror|Mystery
2414,Nightmares (1983),Horror
2415,I Saw What You Did (1965),Thriller
2416,Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical
2417,American Beauty (1999),Comedy|Drama
2418,Stop Making Sense (1984),Documentary|Musical
2419,Blue Streak (1999),Comedy
2420,For Love of the Game (1999),Comedy|Drama
2421,Caligula (1979),Drama
2422,"Hard Day's Night, A (1964)",Adventure|Comedy|Musical
2423,Splendor (1999),Comedy
2424,Sugar Town (1999),Comedy
2425,"Buddy Holly Story, The (1978)",Drama
2426,Fright Night (1985),Comedy|Horror|Thriller
2427,Fright Night Part II (1988),Horror
2428,Barefoot in the Park (1967),Comedy
2429,Deliverance (1972),Adventure|Drama|Thriller
2430,Excalibur (1981),Adventure|Fantasy
2431,Lulu on the Bridge (1998),Drama|Mystery|Romance
2432,"Pajama Game, The (1957)",Comedy|Musical|Romance
2433,Sommersby (1993),Drama|Mystery|Romance
2434,Thumbelina (1994),Animation|Children|Fantasy
2435,Tommy (1975),Drama|Musical
2436,Hell Night (1981),Horror
2437,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),Action|Adventure|Comedy
2438,Armour of God (Long xiong hu di) (1987),Action|Adventure|Comedy
2439,Double Jeopardy (1999),Action|Crime|Drama|Thriller
2440,Jakob the Liar (1999),Drama
2441,Mumford (1999),Comedy|Drama
2442,Dog Park (1998),Comedy|Romance
2443,Guinevere (1999),Drama|Romance
2444,"Adventures of Elmo in Grouchland, The (1999)",Children|Comedy
2445,Simon Sez (1999),Action|Comedy
2446,Drive Me Crazy (1999),Comedy|Romance
2447,"Mystery, Alaska (1999)",Children|Comedy
2448,Three Kings (1999),Action|Adventure|Comedy|Drama|War
2449,"Happy, Texas (1999)",Comedy
2450,New Rose Hotel (1998),Action|Drama
2451,Plunkett & MaCleane (1999),Action|Adventure|Drama
2452,Romance (1999),Drama|Romance
2453,Alvarez Kelly (1966),Western
2454,And the Ship Sails On (E la nave va) (1983),Comedy|War
2455,"Dark Half, The (1993)",Horror|Mystery
2456,Gulliver's Travels (1939),Adventure|Animation|Children
2457,Monkey Shines (1988),Horror|Sci-Fi
2458,Phantasm (1979),Horror|Sci-Fi
2459,Psycho II (1983),Horror|Mystery|Thriller
2460,Psycho III (1986),Horror|Thriller
2461,Rain (1932),Drama
2462,Sanjuro (Tsubaki Sanjûrô) (1962),Action|Adventure|Drama
2463,Random Hearts (1999),Drama|Romance
2464,Superstar (1999),Comedy
2465,Boys Don't Cry (1999),Drama
2466,"Grandfather, The (Abuelo, El) (1998)",Drama
2467,"Limey, The (1999)",Crime|Drama|Thriller
2468,"Mating Habits of the Earthbound Human, The (1999)",Comedy|Sci-Fi
2469,Molly (1999),Comedy|Drama
2470,Risky Business (1983),Comedy
2471,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
2472,Body Heat (1981),Crime|Thriller
2473,Ferris Bueller's Day Off (1986),Comedy
2474,"Year of Living Dangerously, The (1982)",Drama|Romance|War
2475,Children of Paradise (Les enfants du paradis) (1945),Drama|Romance
2476,High Plains Drifter (1973),Western
2477,Hang 'Em High (1968),Crime|Drama|Western
2478,Handle with Care (a.k.a. Citizen's Band) (1977),Comedy
2479,Drunken Master (Jui kuen) (1978),Action|Comedy
2480,"Conformist, The (Conformista, Il) (1970)",Drama
2481,Hairspray (1988),Comedy|Drama
2482,Brief Encounter (1946),Drama|Romance
2483,"Razor's Edge, The (1984)",Drama
2484,Reds (1981),Drama|Romance
2485,Return with Honor (1998),Documentary
2486,Time of the Gypsies (Dom za vesanje) (1989),Comedy|Crime|Drama|Fantasy
2487,Days of Heaven (1978),Drama
2488,"Fire Within, The (Feu follet, Le) (1963)",Drama
2489,"Lady Eve, The (1941)",Comedy|Romance
2490,Sullivan's Travels (1941),Adventure|Comedy|Romance
2491,"Palm Beach Story, The (1942)",Comedy
2492,Man Facing Southeast (Hombre mirando al sudeste) (1986),Drama|Sci-Fi
2493,Niagara (1953),Drama|Thriller
2494,Gilda (1946),Drama|Film-Noir|Mystery|Romance
2495,South Pacific (1958),Musical|Romance|War
2496,Flashdance (1983),Drama|Romance
2497,Indochine (1992),Drama|Romance
2498,"Dirty Dozen, The (1967)",Action|Drama|War
2499,Mike's Murder (1984),Mystery
2500,Help! (1965),Comedy|Musical
2501,Goldfinger (1964),Action|Adventure|Thriller
2502,From Russia with Love (1963),Action|Adventure|Thriller
2503,Dr. No (1962),Action|Adventure|Thriller
2504,"Blue Lagoon, The (1980)",Adventure|Drama|Romance
2505,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western
2506,Sydney (Hard Eight) (1996),Crime|Drama|Thriller
2507,Home Alone 2: Lost in New York (1992),Children|Comedy
2508,Someone to Watch Over Me (1987),Action|Crime|Thriller
2509,Fight Club (1999),Action|Crime|Drama|Thriller
2510,"Story of Us, The (1999)",Comedy|Drama
2511,Fever Pitch (1997),Comedy|Romance
2512,Joe the King (1999),Crime|Drama
2513,Julien Donkey-Boy (1999),Drama
2514,"Omega Code, The (1999)",Action
2515,"Straight Story, The (1999)",Adventure|Drama
2516,"Bad Seed, The (1956)",Drama|Thriller
2517,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi
2518,"Man and a Woman, A (Un homme et une femme) (1966)",Drama|Romance
2519,Fitzcarraldo (1982),Adventure|Drama
2520,All That Jazz (1979),Drama|Fantasy|Musical
2521,Red Sorghum (Hong gao liang) (1987),Drama|War
2522,Crimes and Misdemeanors (1989),Comedy|Crime|Drama
2523,Bats (1999),Horror|Thriller
2524,"Best Man, The (1999)",Comedy|Drama
2525,Bringing Out the Dead (1999),Drama
2526,Crazy in Alabama (1999),Comedy|Drama
2527,Three to Tango (1999),Comedy|Romance
2528,Body Shots (1999),Drama
2529,"Guardian, The (1990)",Horror|Thriller
2530,"Ipcress File, The (1965)",Thriller
2531,On Any Sunday (1971),Documentary
2532,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller
2533,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller
2534,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
2535,Melvin and Howard (1980),Drama
2536,For Your Eyes Only (1981),Action|Adventure|Thriller
2537,Licence to Kill (1989),Action|Adventure|Thriller
2538,Live and Let Die (1973),Action|Adventure|Thriller
2539,Rawhead Rex (1986),Horror|Thriller
2540,Thunderball (1965),Action|Adventure|Thriller
2541,"City, The (Ciudad, La) (1998)",Drama
2542,House on Haunted Hill (1999),Horror|Thriller
2543,Music of the Heart (1999),Drama
2544,Being John Malkovich (1999),Comedy|Drama|Fantasy
2545,Dreaming of Joseph Lees (1999),Drama|Romance
2546,Man of the Century (1999),Comedy
2547,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
2548,"Suburbans, The (1999)",Drama
2549,My Best Fiend (Mein liebster Feind) (1999),Documentary
2550,Train of Life (Train de vie) (1998),Comedy|Drama|Romance|War
2551,"Bachelor, The (1999)",Comedy|Romance
2552,"Bone Collector, The (1999)",Thriller
2553,"Insider, The (1999)",Drama|Thriller
2554,American Movie (1999),Documentary
2555,Last Night (1998),Drama|Sci-Fi
2556,Rosetta (1999),Drama
2557,"They Shoot Horses, Don't They? (1969)",Drama
2558,Battling Butler (1926),Comedy
2559,Bride of Re-Animator (1990),Comedy|Horror
2560,Bustin' Loose (1981),Comedy
2561,Coma (1978),Thriller
2562,Creepshow (1982),Horror
2563,Creepshow 2 (1987),Horror
2564,Re-Animator (1985),Comedy|Horror|Sci-Fi
2565,Drugstore Cowboy (1989),Crime|Drama
2566,Falling Down (1993),Action|Drama
2567,"Funhouse, The (1981)",Horror
2568,"General, The (1926)",Comedy|War
2569,Piranha (1978),Horror|Sci-Fi
2570,Slaughterhouse (1987),Comedy|Horror
2571,"Taming of the Shrew, The (1967)",Comedy
2572,Nighthawks (1981),Action|Drama
2573,Yojimbo (1961),Action|Adventure
2574,Repossessed (1990),Comedy
2575,"Omega Man, The (1971)",Action|Drama|Sci-Fi|Thriller
2576,Spaceballs (1987),Comedy|Sci-Fi
2577,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical
2578,Mister Roberts (1955),Comedy|Drama|War
2579,"Quest for Fire (Guerre du feu, La) (1981)",Adventure|Drama
2580,Little Big Man (1970),Western
2581,"Face in the Crowd, A (1957)",Drama
2582,Trading Places (1983),Comedy
2583,Meatballs (1979),Comedy
2584,Meatballs Part II (1984),Comedy
2585,Meatballs III (1987),Comedy
2586,Meatballs 4 (1992),Comedy
2587,Dead Again (1991),Mystery|Romance|Thriller
2588,Peter's Friends (1992),Comedy|Drama
2589,"Incredibly True Adventure of Two Girls in Love, The (1995)",Comedy|Romance
2590,Experience Preferred... But Not Essential (1982),Drama
